"","country","year","iso_code","population","gdp","co2","co2_per_capita","co2_per_gdp","co2_per_unit_energy","coal_co2","coal_co2_per_capita","consumption_co2","consumption_co2_per_capita","cumulative_co2","energy_per_capita","energy_per_gdp","oil_co2","oil_co2_per_capita","ghg_per_capita","share_global_co2","share_global_coal_co2","temperature_change_from_co2","trade_co2","co2_including_luc","co2_including_luc_per_capita","gdp_per_capita"
"151","High-income countries",1900,NA,441928834,NA,1857.849,4.1,0.945,NA,1808.703,3.992,NA,NA,43855.277,NA,NA,37.603,0.083,NA,95.166,96.549,0.051,NA,3995.83,8.819,NA
"152","High-income countries",1901,NA,445426228,NA,1913.746,4.19,0.982,NA,1860.333,4.073,NA,NA,45769.023,NA,NA,40.55,0.089,NA,94.893,96.434,0.053,NA,4032.49,8.829,NA
"153","High-income countries",1902,NA,450208034,NA,1964.075,4.255,0.995,NA,1901.414,4.119,NA,NA,47733.098,NA,NA,48.963,0.106,NA,94.989,96.363,0.054,NA,4093.739,8.869,NA
"154","High-income countries",1903,NA,455171317,NA,2147.662,4.602,1.052,NA,2078.53,4.454,NA,NA,49880.762,NA,NA,54.602,0.117,NA,95.278,96.496,0.056,NA,4272.488,9.156,NA
"155","High-income countries",1904,NA,460204012,NA,2160.343,4.579,1.051,NA,2080.322,4.41,NA,NA,52041.105,NA,NA,63.019,0.134,NA,94.762,96.015,0.058,NA,4319.245,9.155,NA
"156","High-income countries",1905,NA,465308204,NA,2313.184,4.85,1.082,NA,2223.867,4.662,NA,NA,54354.289,NA,NA,70.163,0.147,NA,95.298,96.224,0.06,NA,4472.599,9.377,NA
"157","High-income countries",1906,NA,470485448,NA,2403.155,4.983,1.052,NA,2314.422,4.799,NA,NA,56757.441,NA,NA,67.574,0.14,NA,94.809,95.808,0.062,NA,4559.896,9.456,NA
"158","High-income countries",1907,NA,475740660,NA,2721.415,5.581,1.162,NA,2612.875,5.359,NA,NA,59478.855,NA,NA,86.605,0.178,NA,94.222,95.119,0.064,NA,4893.288,10.036,NA
"159","High-income countries",1908,NA,481071964,NA,2598.744,5.271,1.144,NA,2482.992,5.036,NA,NA,62077.598,NA,NA,94.127,0.191,NA,93.601,94.553,0.066,NA,4784.833,9.705,NA
"160","High-income countries",1909,NA,485843102,NA,2705.362,5.434,1.126,NA,2582.217,5.186,NA,NA,64782.961,NA,NA,97.159,0.195,NA,93.596,94.582,0.068,NA,4909.771,9.861,NA
"161","High-income countries",1910,NA,491482327,NA,2844.113,5.648,1.122,NA,2710.158,5.382,NA,NA,67627.07,NA,NA,106.557,0.212,NA,93.747,94.675,0.07,NA,4956.445,9.843,NA
"162","High-income countries",1911,NA,493681645,NA,2878.76,5.691,1.137,NA,2739.135,5.415,NA,NA,70505.836,NA,NA,111.486,0.22,NA,93.49,94.501,0.072,NA,4954.746,9.795,NA
"163","High-income countries",1912,NA,496704674,NA,3025.192,5.944,1.153,NA,2880.278,5.659,NA,NA,73531.023,NA,NA,114.075,0.224,NA,93.499,94.499,0.074,NA,5000.967,9.826,NA
"164","High-income countries",1913,NA,499185606,NA,3267.058,6.387,1.153,NA,3100.681,6.062,NA,NA,76798.086,NA,NA,134.156,0.262,NA,93.188,94.186,0.076,NA,5255.877,10.275,NA
"165","High-income countries",1914,NA,501704009,NA,2957.125,5.752,1.172,NA,2785.4,5.418,NA,NA,79755.203,NA,NA,139.172,0.271,NA,92.994,94.045,0.078,NA,4925.609,9.581,NA
"166","High-income countries",1915,NA,504199525,NA,2918.95,5.65,1.145,NA,2741.248,5.306,NA,NA,82674.164,NA,NA,143.266,0.277,NA,93.127,94.434,0.08,NA,4858.854,9.405,NA
"167","High-income countries",1916,NA,506672029,NA,3152.501,6.072,1.151,NA,2957.135,5.696,NA,NA,85826.656,NA,NA,154.107,0.297,NA,93.124,94.496,0.082,NA,5067.197,9.76,NA
"168","High-income countries",1917,NA,509166727,NA,3303.371,6.332,1.239,NA,3088.379,5.92,NA,NA,89130.031,NA,NA,171.867,0.329,NA,93.319,94.797,0.084,NA,5198.722,9.964,NA
"169","High-income countries",1918,NA,511740978,NA,3302.231,6.298,1.228,NA,3074.356,5.863,NA,NA,92432.258,NA,NA,189.138,0.361,NA,94.543,95.79,0.086,NA,5220.408,9.956,NA
"170","High-income countries",1919,NA,514817048,NA,2819.907,5.345,1.072,NA,2575.88,4.883,NA,NA,95252.172,NA,NA,203.783,0.386,NA,93.11,94.865,0.088,NA,4717.457,8.943,NA
"171","High-income countries",1920,NA,520160910,NA,3276.738,6.149,1.189,NA,2985.823,5.603,NA,NA,98528.914,NA,NA,246.77,0.463,NA,93.061,95.518,0.09,NA,5209.974,9.776,NA
"172","High-income countries",1921,NA,522626920,NA,2825.131,5.275,1.065,NA,2525.351,4.715,NA,NA,101354.039,NA,NA,263.207,0.491,NA,91.444,94.639,0.092,NA,4793.065,8.949,NA
"173","High-income countries",1922,NA,527267791,NA,2969.06,5.494,1.044,NA,2622.642,4.853,NA,NA,104323.094,NA,NA,303.951,0.562,NA,91.645,94.657,0.094,NA,4934.539,9.132,NA
"174","High-income countries",1923,NA,532410256,NA,3393.55,6.219,1.135,NA,2979.055,5.459,NA,NA,107716.648,NA,NA,359.485,0.659,NA,92.332,94.681,0.096,NA,5339.061,9.784,NA
"175","High-income countries",1924,NA,537630966,NA,3385.092,6.143,1.068,NA,2966.507,5.383,NA,NA,111101.742,NA,NA,356.734,0.647,NA,91.834,94.096,0.098,NA,5310.707,9.637,NA
"176","High-income countries",1925,NA,542932548,NA,3432.759,6.168,1.042,NA,2967.467,5.332,NA,NA,114534.5,NA,NA,386.083,0.694,NA,92.139,94.163,0.1,NA,5364.273,9.638,NA
"177","High-income countries",1926,NA,548329941,NA,3353.13,5.965,0.988,NA,2878.749,5.121,NA,NA,117887.633,NA,NA,388.82,0.692,NA,91.633,93.413,0.103,NA,5249.144,9.338,NA
"178","High-income countries",1927,NA,553872079,NA,3670.846,6.464,1.051,NA,3137.742,5.525,NA,NA,121558.477,NA,NA,440.005,0.775,NA,91.915,93.342,0.105,NA,5535.712,9.748,NA
"179","High-income countries",1928,NA,559230360,NA,3638.852,6.346,1.012,NA,3067.04,5.349,NA,NA,125197.328,NA,NA,454.252,0.792,NA,91.519,92.79,0.107,NA,5486.048,9.567,NA
"180","High-income countries",1929,NA,564542117,NA,3913.371,6.76,1.021,NA,3275.614,5.658,NA,NA,129110.695,NA,NA,501.047,0.865,NA,91.698,92.998,0.109,NA,5738.416,9.912,NA
"181","High-income countries",1930,NA,571476244,NA,3546.887,6.053,0.975,NA,2953.753,5.041,NA,NA,132657.578,NA,NA,456.418,0.779,NA,90.143,91.901,0.111,NA,5222.886,8.913,NA
"182","High-income countries",1931,NA,574597726,NA,3114.232,5.284,0.906,NA,2564.171,4.351,NA,NA,135771.812,NA,NA,431.235,0.732,NA,88.549,90.589,0.113,NA,4716.461,8.003,NA
"183","High-income countries",1932,NA,579166671,NA,2748.104,4.626,0.856,NA,2238.148,3.767,NA,NA,138519.922,NA,NA,404.332,0.681,NA,86.669,88.817,0.115,NA,4274.124,7.194,NA
"184","High-income countries",1933,NA,583558370,NA,2879.941,4.81,0.886,NA,2325.835,3.885,NA,NA,141399.859,NA,NA,448.188,0.749,NA,86.268,88.246,0.117,NA,4346.12,7.259,NA
"185","High-income countries",1934,NA,587972125,NA,3093.914,5.128,0.904,NA,2510.755,4.162,NA,NA,144493.766,NA,NA,462.188,0.766,NA,85.214,87.232,0.119,NA,4526.592,7.503,NA
"186","High-income countries",1935,NA,592419232,NA,3210.855,5.282,0.881,NA,2579.469,4.243,NA,NA,147704.625,NA,NA,500.003,0.822,NA,84.25,86.072,0.121,NA,4575.917,7.527,NA
"187","High-income countries",1936,NA,597041207,NA,3523.945,5.751,0.916,NA,2823.442,4.608,NA,NA,151228.578,NA,NA,549.944,0.897,NA,84.283,85.945,0.123,NA,4855.065,7.923,NA
"188","High-income countries",1937,NA,601849028,NA,3777.232,6.114,0.924,NA,2992.588,4.844,NA,NA,155005.812,NA,NA,619.369,1.003,NA,84.514,86.398,0.125,NA,5056.041,8.184,NA
"189","High-income countries",1938,NA,606463893,NA,3492.175,5.609,0.854,NA,2742.095,4.404,NA,NA,158497.984,NA,NA,592.324,0.951,NA,83.122,84.946,0.127,NA,4744.844,7.621,NA
"190","High-income countries",1939,NA,611477771,NA,3705.86,5.903,0.873,NA,2927.893,4.664,NA,NA,162203.844,NA,NA,614.584,0.979,NA,83.363,85.229,0.129,NA,4913.842,7.828,NA
"191","High-income countries",1940,NA,618661326,NA,4012.368,6.318,0.921,NA,3188.752,5.021,NA,NA,166216.219,NA,NA,653.584,1.029,NA,82.65,84.047,0.132,NA,5228.153,8.233,NA
"192","High-income countries",1941,NA,620822871,NA,4170.342,6.543,0.902,NA,3315.37,5.202,NA,NA,170386.547,NA,NA,667.411,1.047,NA,83.984,85.356,0.134,NA,5370.961,8.427,NA
"193","High-income countries",1942,NA,625453601,NA,4345.135,6.767,0.901,NA,3505.77,5.46,NA,NA,174731.688,NA,NA,641.21,0.999,NA,87.716,89.674,0.137,NA,5540.334,8.629,NA
"194","High-income countries",1943,NA,630209499,NA,4427.033,6.843,0.89,NA,3523.74,5.447,NA,NA,179158.734,NA,NA,691.014,1.068,NA,87.924,89.776,0.139,NA,5639.204,8.717,NA
"195","High-income countries",1944,NA,635078196,NA,4387.542,6.731,0.871,NA,3392.187,5.204,NA,NA,183546.266,NA,NA,781.001,1.198,NA,85.851,87.7,0.141,NA,5593.587,8.581,NA
"196","High-income countries",1945,NA,639500480,NA,3552.272,5.412,0.767,NA,2512.199,3.828,NA,NA,187098.531,NA,NA,813.595,1.24,NA,83.578,83.788,0.144,NA,4738.9,7.22,NA
"197","High-income countries",1946,NA,643327795,NA,3838.109,5.814,0.888,NA,2728.437,4.133,NA,NA,190936.641,NA,NA,865.196,1.311,NA,82.747,84.359,0.146,NA,5017.122,7.599,NA
"198","High-income countries",1947,NA,647655739,NA,4291.05,6.457,0.973,NA,3038.808,4.572,NA,NA,195227.703,NA,NA,980.166,1.475,NA,83.508,83.909,0.148,NA,5453.794,8.206,NA
"199","High-income countries",1948,NA,653171890,NA,4513.042,6.734,0.947,NA,3132.46,4.674,NA,NA,199740.734,NA,NA,1070.046,1.597,NA,83.332,83.768,0.151,NA,5692.12,8.494,NA
"200","High-income countries",1949,NA,659463654,NA,4221.652,6.24,0.861,NA,2854.058,4.219,NA,NA,203962.391,NA,NA,1033.758,1.528,NA,80.476,80.48,0.153,NA,5348.295,7.905,NA
"201","High-income countries",1950,NA,669397963,NA,4692.06,6.837,0.876,NA,3096.496,4.512,NA,NA,208654.453,NA,NA,1159.953,1.69,NA,78.158,80.299,0.155,NA,5913.111,8.616,NA
"202","High-income countries",1951,NA,676774552,NA,5006.267,7.215,0.874,NA,3225.937,4.649,NA,NA,213660.719,NA,NA,1278.875,1.843,NA,78.471,79.456,0.158,NA,6230.145,8.978,NA
"203","High-income countries",1952,NA,684518924,NA,4983.492,7.1,0.833,NA,3105.634,4.425,NA,NA,218644.203,NA,NA,1341.011,1.911,NA,77.076,77.465,0.16,NA,6251.05,8.906,NA
"204","High-income countries",1953,NA,692819154,NA,5101.755,7.181,0.811,NA,3105.862,4.372,NA,NA,223745.969,NA,NA,1427.308,2.009,NA,76.744,76.807,0.163,NA,6385.391,8.988,NA
"205","High-income countries",1954,NA,701492294,NA,5109.125,7.103,0.791,NA,3011.077,4.186,NA,NA,228855.094,NA,NA,1507.769,2.096,NA,75.245,74.541,0.166,NA,6413.482,8.916,NA
"206","High-income countries",1955,NA,710382120,NA,5517.823,7.575,0.8,NA,3215.965,4.415,NA,NA,234372.906,NA,NA,1658.242,2.276,NA,74.132,73.545,0.168,NA,6844.832,9.396,NA
"207","High-income countries",1956,NA,719265066,NA,5820.204,7.891,0.814,NA,3351.655,4.544,NA,NA,240193.109,NA,NA,1781.498,2.415,NA,73.448,72.907,0.171,NA,7162.214,9.711,NA
"208","High-income countries",1957,NA,728148307,NA,5868.29,7.859,0.792,NA,3324.466,4.452,NA,NA,246061.406,NA,NA,1814.6,2.43,NA,71.691,71.008,0.174,NA,7226.959,9.679,NA
"209","High-income countries",1958,NA,737635313,NA,5747.127,7.598,0.765,NA,3088.271,4.083,NA,NA,251808.531,NA,NA,1899.589,2.511,NA,68.275,64.956,0.177,NA,7087.878,9.37,NA
"210","High-income countries",1959,NA,747296445,NA,5875.739,7.668,0.737,NA,3060.314,3.994,NA,NA,257684.281,NA,NA,2014.74,2.629,NA,66.346,61.849,0.18,NA,7109.696,9.278,NA
"211","High-income countries",1960,NA,756613763,NA,6198.097,7.989,0.74,NA,3185.058,4.105,NA,NA,263882.375,NA,NA,2155.614,2.779,NA,66.024,61.815,0.183,NA,7259.097,9.357,NA
"212","High-income countries",1961,NA,766062145,NA,6355.613,8.092,0.725,NA,3199.574,4.074,NA,NA,270237.969,NA,NA,2277.563,2.9,NA,67.48,64.726,0.186,NA,7210.573,9.18,NA
"213","High-income countries",1962,NA,775529446,NA,6667.428,8.386,0.72,NA,3275.499,4.12,NA,NA,276905.406,NA,NA,2457.477,3.091,NA,68.376,66.457,0.189,NA,7518.294,9.456,NA
"214","High-income countries",1963,NA,784955820,NA,7024.298,8.729,0.722,NA,3407.36,4.234,NA,NA,283929.719,NA,NA,2628.857,3.267,NA,68.385,66.686,0.192,NA,7741.173,9.62,NA
"215","High-income countries",1964,NA,794527190,NA,7375.39,9.056,0.713,NA,3469.797,4.261,NA,NA,291305.094,NA,NA,2825.265,3.469,NA,68.104,66.533,0.196,NA,8084.447,9.927,NA
"216","High-income countries",1965,NA,803939083,NA,7627.24,9.257,0.7,0.247,3450.724,4.188,NA,NA,298932.344,38388.988,NA,3055.941,3.709,NA,67.393,65.191,0.199,NA,8303.164,10.077,NA
"217","High-income countries",1966,NA,812785800,NA,7925.013,9.515,0.687,0.245,3430.973,4.119,NA,NA,306857.344,39821.594,NA,3282.983,3.942,NA,66.782,64.115,0.203,NA,8496.983,10.201,NA
"218","High-income countries",1967,NA,821405210,NA,8215.886,9.761,0.686,0.244,3407.938,4.049,NA,NA,315073.219,41018,NA,3505.919,4.165,NA,67.101,64.714,0.206,NA,9360.251,11.121,NA
"219","High-income countries",1968,NA,829928109,NA,8650.471,10.172,0.682,0.241,3423.103,4.025,NA,NA,323723.688,43272.656,NA,3813.34,4.484,NA,67.001,64.305,0.21,NA,9894.724,11.635,NA
"220","High-income countries",1969,NA,838295343,NA,9211.455,10.723,0.688,0.241,3503.197,4.078,NA,NA,332935.156,45670.977,NA,4141.264,4.821,NA,66.908,63.443,0.215,NA,9981.168,11.619,NA
"221","High-income countries",1970,NA,847035032,NA,9896.441,11.401,0.709,0.245,3429.645,3.951,NA,NA,342831.594,47709.637,NA,4786.106,5.514,NA,66.425,60.209,0.219,NA,10482.771,12.077,NA
"222","High-income countries",1971,NA,856236764,NA,10103.867,11.515,0.697,0.243,3286.038,3.745,NA,NA,352935.469,48506.398,NA,5016.405,5.717,NA,65.163,57.652,0.224,NA,10611.82,12.094,NA
"223","High-income countries",1972,NA,865281941,NA,10550.914,11.898,0.69,0.242,3217.059,3.628,NA,NA,363486.375,50437.391,NA,5412.578,6.104,NA,65.014,56.503,0.228,NA,10928.365,12.324,NA
"224","High-income countries",1973,NA,873811230,NA,11083.438,12.376,0.679,0.24,3336.705,3.726,NA,NA,374569.812,52791.488,NA,5672.797,6.334,NA,64.868,56.92,0.233,NA,11433.443,12.767,NA
"225","High-income countries",1974,NA,882068516,NA,10854.912,12.006,0.66,0.239,3320.803,3.673,NA,NA,385424.719,51570.426,NA,5456.019,6.035,NA,63.787,56.613,0.238,NA,11170.467,12.355,NA
"226","High-income countries",1975,NA,889965424,NA,10582.912,11.6,0.641,0.238,3285.69,3.601,NA,NA,396007.625,49983.215,NA,5307.951,5.818,NA,62.053,54.425,0.243,NA,10959.531,12.013,NA
"227","High-income countries",1976,NA,897381759,NA,11243.688,12.22,0.65,0.24,3454.079,3.754,NA,NA,407251.312,52282.527,NA,5692.637,6.187,NA,62.493,55.142,0.248,NA,11590.16,12.597,NA
"228","High-income countries",1977,NA,904794975,NA,11425.807,12.316,0.635,0.238,3474.102,3.745,NA,NA,418677.125,53120.512,NA,5850.81,6.306,NA,61.752,54.133,0.253,NA,12030.773,12.968,NA
"229","High-income countries",1978,NA,912288970,NA,11619.623,12.421,0.618,0.234,3471.176,3.711,NA,NA,430296.75,54363.934,NA,5986.302,6.399,NA,60.908,53.143,0.258,NA,12098.574,12.933,NA
"230","High-income countries",1979,NA,919797067,NA,11963.408,12.685,0.612,0.234,3706.229,3.93,NA,NA,442260.156,55488.102,NA,6012.424,6.375,NA,60.98,54.182,0.263,NA,12412.822,13.161,NA
"231","High-income countries",1980,NA,927538869,NA,11712.913,12.316,0.588,0.235,3816.147,4.013,NA,NA,453973.094,53476.398,NA,5641.621,5.932,NA,60.062,54.329,0.268,NA,12210.775,12.839,NA
"232","High-income countries",1981,NA,935113193,NA,11320.024,11.807,0.559,0.232,3863.526,4.03,NA,NA,465293.125,51938.98,NA,5255.461,5.481,NA,59.466,55.155,0.273,NA,11836.365,12.345,NA
"233","High-income countries",1982,NA,942356988,NA,10909.64,11.292,0.538,0.23,3818.555,3.952,NA,NA,476202.75,50086.699,NA,5027.016,5.203,NA,57.77,53.582,0.278,NA,11342.142,11.74,NA
"234","High-income countries",1983,NA,949463548,NA,10833.078,11.13,0.52,0.227,3887.234,3.994,NA,NA,487035.844,49951.848,NA,4931.155,5.066,NA,56.997,53.146,0.283,NA,11468.514,11.782,NA
"235","High-income countries",1984,NA,956450952,NA,11212.107,11.436,0.514,0.224,4065.249,4.146,NA,NA,498247.938,51948.586,NA,5017.376,5.117,NA,57.016,53.01,0.288,NA,11726.378,11.96,NA
"236","High-income countries",1985,NA,963419473,NA,11304.441,11.447,0.5,0.221,4240.885,4.295,NA,NA,509552.375,52778.168,NA,4935.801,4.998,NA,55.617,51.606,0.293,NA,11780.514,11.929,NA
"237","High-income countries",1986,NA,970437010,NA,11339.21,11.4,0.486,0.218,4193.35,4.216,NA,NA,520891.594,53255.02,NA,5087.88,5.115,NA,54.972,50.305,0.298,NA,11716.92,11.78,NA
"238","High-income countries",1987,NA,977626715,NA,11565.853,11.544,0.478,0.216,4303.644,4.295,NA,NA,532457.438,54363.195,NA,5110.716,5.101,NA,54.366,49.942,0.303,NA,11952.312,11.929,NA
"239","High-income countries",1988,NA,985025837,NA,11938.957,11.827,0.472,0.216,4401.512,4.36,NA,NA,544396.438,55889.508,NA,5313.643,5.264,NA,54.003,49.395,0.308,NA,12315.11,12.2,NA
"240","High-income countries",1989,NA,992663898,NA,12179.332,11.974,0.465,0.216,4419.542,4.345,NA,NA,556575.75,56515.504,NA,5382.898,5.292,NA,54.347,49.604,0.313,NA,12544.436,12.333,NA
"241","High-income countries",1990,NA,1000128696,NA,12406.663,12.107,0.464,0.218,4412.895,4.306,13288.955,12.968,568982.375,56469.836,NA,5379.191,5.249,13.043,54.517,50.789,0.319,882.292,12748.334,12.441,NA
"242","High-income countries",1991,NA,1007966262,NA,12895.47,12.488,0.476,0.225,4322.406,4.186,13232.509,12.815,581877.875,56433.523,NA,5872.978,5.687,12.973,55.477,50.237,0.324,337.039,13130.895,12.716,NA
"243","High-income countries",1992,NA,1016302312,NA,12521,12.028,0.451,0.217,4230.669,4.064,14039.252,13.487,594398.875,56512.965,NA,5564.975,5.346,12.925,55.452,50.371,0.33,1518.252,12761.979,12.26,NA
"244","High-income countries",1993,NA,1024111317,NA,12644.521,12.057,0.446,0.216,4217.039,4.021,13757.02,13.118,607043.375,56931.32,NA,5612.326,5.352,12.915,55.427,49.607,0.336,1112.498,12889.471,12.291,NA
"245","High-income countries",1994,NA,1031535629,NA,12836.626,12.155,0.437,0.215,4214.599,3.991,13888.847,13.151,619880,57636.719,NA,5724.142,5.42,13.049,55.886,49.301,0.341,1052.22,13109.447,12.413,NA
"246","High-income countries",1995,NA,1038643992,NA,12930.337,12.162,0.425,0.21,4229.255,3.978,14035.099,13.201,632810.375,58848.289,NA,5716.355,5.377,13.151,55.12,48.093,0.347,1104.762,13262.365,12.474,NA
"247","High-income countries",1996,NA,1045645066,NA,13322.986,12.45,0.424,0.21,4342.812,4.058,14244.669,13.312,646133.312,60301.41,NA,5861.406,5.477,13.447,55.146,48.169,0.353,921.683,13643.75,12.75,NA
"248","High-income countries",1997,NA,1052805303,NA,13356.449,12.4,0.409,0.208,4362.674,4.05,14300.483,13.276,659489.75,60534,NA,5843.864,5.425,13.594,54.959,48.65,0.359,944.035,13659.482,12.681,NA
"249","High-income countries",1998,NA,1059873149,NA,13317.29,12.284,0.395,0.207,4339.721,4.003,14345.647,13.232,672807.062,60384.895,NA,5831.456,5.379,13.506,55,49.733,0.365,1028.357,13733.844,12.668,NA
"250","High-income countries",1999,NA,1066734633,NA,13471.569,12.349,0.385,0.206,4301.964,3.943,14593.033,13.377,686278.625,60922.633,NA,5942.455,5.447,13.473,54.469,48.581,0.371,1121.464,13870.455,12.714,NA
"251","High-income countries",2000,NA,1073716442,NA,13912.352,12.672,0.381,0.209,4519.288,4.116,15188.157,13.834,700191,61714.559,NA,6043.105,5.504,13.657,54.658,49.106,0.377,1275.806,14295.118,13.021,NA
"252","High-income countries",2001,NA,1080682831,NA,13873.039,12.558,0.372,0.208,4481.537,4.057,15049.168,13.622,714064,61226.66,NA,6077.565,5.501,13.725,54.048,48.422,0.383,1176.129,14026.134,12.696,NA
"253","High-income countries",2002,NA,1087599947,NA,13982.792,12.579,0.368,0.208,4522.746,4.069,15268.771,13.736,728046.812,61445.754,NA,6054.496,5.447,13.549,53.205,46.728,0.389,1285.98,14030.896,12.622,NA
"254","High-income countries",2003,NA,1094702298,NA,14240.575,12.731,0.364,0.209,4646.629,4.154,15853.324,14.173,742287.438,61720.035,NA,6155.929,5.503,13.607,51.5,44.176,0.396,1612.749,14511.581,12.973,NA
"255","High-income countries",2004,NA,1101994336,NA,14453.896,12.84,0.356,0.208,4678.987,4.156,16224.173,14.412,756741.312,62634.707,NA,6250.555,5.552,13.691,50.473,43.039,0.402,1770.277,14631.51,12.997,NA
"256","High-income countries",2005,NA,1109756320,NA,14498.888,12.793,0.345,0.207,4687.137,4.136,16523.107,14.579,771240.188,62641.75,NA,6256.406,5.52,13.602,48.959,40.605,0.408,2024.221,14636.117,12.914,NA
"257","High-income countries",2006,NA,1118325687,NA,14501.6,12.701,0.333,0.206,4699.017,4.115,16707.936,14.633,785741.75,62357.918,NA,6214.492,5.443,13.489,47.402,38.552,0.415,2206.337,14438.417,12.645,NA
"258","High-income countries",2007,NA,1127897627,NA,14618.097,12.697,0.325,0.206,4772.641,4.146,16711.668,14.516,800359.875,62326.129,NA,6137.127,5.331,13.536,46.397,37.355,0.421,2093.571,14656.756,12.731,NA
"259","High-income countries",2008,NA,1137726149,NA,14320.563,12.335,0.315,0.203,4632.378,3.99,16445.975,14.165,814680.438,61390.461,NA,5922.166,5.101,13.151,44.632,35.113,0.428,2125.411,14547.42,12.53,NA
"260","High-income countries",2009,NA,1146851619,NA,13456.931,11.501,0.304,0.2,4172.255,3.566,15112.505,12.916,828137.312,58151.117,NA,5670.455,4.846,12.378,42.634,32.054,0.434,1655.574,13487.562,11.527,NA
"261","High-income countries",2010,NA,1154843353,NA,14012.835,11.896,0.306,0.2,4415.663,3.748,15798.267,13.411,842150.188,60176.316,NA,5743.854,4.876,12.76,41.999,31.707,0.44,1785.432,14480.186,12.292,NA
"262","High-income countries",2011,NA,1162275154,NA,13812.016,11.652,0.293,0.199,4324.873,3.649,15666.974,13.217,855962.25,59261.355,NA,5605.4,4.729,12.424,40.05,29.347,0.446,1854.958,13987.889,11.8,NA
"263","High-income countries",2012,NA,1169663185,NA,13746.412,11.525,0.288,0.199,4160.178,3.488,15425.838,12.933,869708.688,58504.664,NA,5601.489,4.696,12.244,39.268,27.878,0.452,1679.426,13907.098,11.66,NA
"264","High-income countries",2013,NA,1176689524,NA,13761.052,11.47,0.284,0.197,4212.787,3.511,15326.246,12.774,883469.688,58844.797,NA,5516.043,4.598,12.205,38.962,28.039,0.458,1565.194,13886.636,11.575,NA
"265","High-income countries",2014,NA,1183328941,NA,13630.158,11.298,0.276,0.196,4128.73,3.422,15209.487,12.607,897099.812,58266.621,NA,5436.574,4.506,12.029,38.311,27.431,0.464,1579.33,13732.939,11.383,NA
"266","High-income countries",2015,NA,1189869736,NA,13592.98,11.207,0.269,0.194,3866.9,3.188,15073.607,12.428,910692.812,58319.664,NA,5586.898,4.606,11.938,38.227,26.287,0.47,1480.627,13647.718,11.252,NA
"267","High-income countries",2016,NA,1196437875,NA,13374.081,10.967,0.261,0.19,3618.903,2.968,14840.927,12.17,924066.875,58284.637,NA,5552.075,4.553,12.009,37.648,25.2,0.476,1466.846,13512.372,11.081,NA
"268","High-income countries",2017,NA,1202872536,NA,13376.209,10.912,0.255,0.189,3574.052,2.916,14794.799,12.069,937443.125,58416.402,NA,5562.524,4.538,11.942,37.057,24.637,0.482,1418.59,13475.039,10.993,NA
"269","High-income countries",2018,NA,1209044728,NA,13435.593,10.906,0.25,0.187,3430.407,2.784,14945.41,12.131,950878.75,58925.395,NA,5569.089,4.52,11.932,36.483,23.262,0.488,1509.817,13533.494,10.985,NA
"270","High-income countries",2019,NA,1214846354,NA,13127.934,10.606,NA,0.185,3042.722,2.458,14616.315,11.809,964006.625,57948.719,NA,5558.59,4.491,11.627,35.402,20.662,0.494,1488.382,13221.177,10.681,NA
"271","High-income countries",2020,NA,1218093003,NA,12024.246,9.689,NA,0.181,2604.031,2.098,13533.062,10.905,976030.875,53855.242,NA,4992.316,4.023,NA,34.098,18.371,0.499,1508.815,12132.118,9.776,NA
"272","High-income countries",2021,NA,1219584303,NA,12608.317,10.148,NA,0.182,2827.354,2.276,NA,NA,988639.188,56267.426,NA,5280.842,4.25,NA,33.963,18.875,0.504,NA,12714.17,10.233,NA
"273","Low-income countries",1750,NA,40086242,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"274","Low-income countries",1751,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"275","Low-income countries",1752,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"276","Low-income countries",1753,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"277","Low-income countries",1754,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"278","Low-income countries",1755,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"279","Low-income countries",1756,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"280","Low-income countries",1757,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"281","Low-income countries",1758,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"282","Low-income countries",1759,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
"283","Low-income countries",1760,NA,40725061,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA
